,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
477,4,10,5,1926,7.0,144050,17.0,30.1,4329044.0,2898909.0,1430255.0,96.17,0.58
478,4,17,5,1930,3.0,60592,19.0,82.7,4993962.0,4587894.0,406258.0,53.56,0.56
480,4,14,5,1993,1.0,107930,58.0,65.1,7015692.0,6067255.0,948688.0,92.68,0.62
481,4,10,5,1926,1.0,99084,64.0,20.0,1976920.0,1287437.0,689537.0,45.6,0.4
482,4,0,2,1953,1.0,72719,31.0,33.5,2434208.0,1964999.0,469290.0,38.62,0.41
483,4,17,5,1930,4.0,76624,91.0,34.7,2660396.0,2438699.0,221798.0,28.78,0.24
484,4,17,9,2001,6.0,91706,3.0,134.3,7654264.0,7654580.0,0.0,53.36,0.22
485,4,7,6,2008,5.0,96188,24.0,139.9,13253979.0,9005710.0,4248643.0,288.43,2.6
486,4,5,2,1991,5.0,138106,45.0,66.8,7761927.0,7762250.0,0.0,54.11,0.15
487,4,14,5,1973,1.0,56572,70.0,38.6,2184912.0,1193403.0,991558.0,60.98,0.99
488,3,8,3,2002,6.0,117950,65.0,25.4,2992693.0,2934321.0,58493.0,23.56,0.09
495,4,7,1,1987,7.0,94500,54.0,63.6,6010407.0,6010658.0,0.0,41.9,0.17
496,4,14,2,2005,1.0,94713,79.0,47.7,5230553.0,4196627.0,1034099.0,84.18,0.7
497,4,7,4,2008,9.0,302902,61.0,70.6,14224039.0,13704062.0,520546.0,123.18,0.21
501,4,17,3,1900,6.0,56700,45.0,60.8,3436032.0,3436173.0,0.0,23.95,0.16
502,4,17,5,1925,4.0,72000,93.0,33.1,2383075.0,2287128.0,96042.0,21.04,0.16
503,4,5,7,2000,4.0,191146,93.0,48.9,5032796.0,5033004.0,0.0,35.09,0.07
506,1,1,3,1989,26.0,358176,84.0,30.8,8504904.0,8505258.0,0.0,59.29,0.06
507,4,5,3,2008,14.0,362046,81.0,74.7,17812788.0,17708599.0,104922.0,129.02,0.15
510,4,5,3,2001,23.0,538933,92.0,42.0,14991744.0,14992367.0,0.0,104.51,0.07
511,1,1,3,1929,13.0,99470,43.0,49.7,4395510.0,3434198.0,961456.0,75.0,0.61
513,4,17,7,1982,5.0,98668,89.0,48.5,4785692.0,4785890.0,0.0,33.36,0.13
514,4,5,5,2007,1.0,158931,20.0,58.6,7577723.0,7087782.0,490233.0,75.45,0.28
515,4,5,7,1978,1.0,105100,1.0,207.7,21832304.0,17527226.0,4305805.0,350.87,2.62
516,4,14,7,2008,1.0,57176,32.0,200.6,12037792.0,7061628.0,4976456.0,313.53,4.95
517,4,14,7,1978,1.0,50660,53.0,47.3,2394843.0,1754715.0,640201.0,46.23,0.76
518,4,17,7,1937,2.0,61929,55.0,53.9,2150536.0,1407970.0,742624.0,49.26,0.7
519,4,5,7,2000,4.0,165111,2.0,208.6,22965152.0,22966105.0,0.0,160.1,0.37
521,4,5,7,2000,5.0,162420,51.0,82.0,7649110.0,7649428.0,0.0,53.32,0.13
522,4,5,7,2008,5.0,183964,53.0,111.0,15232788.0,15233421.0,0.0,106.19,0.22
523,4,5,7,1986,5.0,208210,95.0,49.6,5454482.0,3306124.0,2148495.0,137.15,0.59
524,4,5,3,1986,7.0,277486,66.0,66.0,12931002.0,12931539.0,0.0,90.15,0.12
525,4,5,3,1993,3.0,187130,78.0,50.6,9680169.0,9680570.0,0.0,67.48,0.14
526,4,5,3,2000,5.0,251044,98.0,124.7,17320768.0,17321485.0,0.0,120.75,0.18
527,4,10,3,1912,5.0,154330,79.0,13.1,1250669.0,1250721.0,0.0,8.72,0.02
529,4,5,3,1905,6.0,167860,74.0,48.9,6455470.0,6455738.0,0.0,45.0,0.1
531,4,5,3,1910,6.0,112560,88.0,45.3,4368113.0,3592873.0,775389.0,66.23,0.45
533,5,10,5,1985,2.0,145158,52.0,54.2,8691444.0,6844589.0,1847139.0,145.82,0.8
534,4,5,5,1951,2.0,112896,71.0,82.4,9128267.0,8170506.0,958100.0,107.84,0.64
535,4,0,5,1960,1.0,110613,95.0,9.3,1023418.0,1023460.0,0.0,7.13,0.02
536,4,10,5,1951,4.0,149881,89.0,18.4,2757588.0,1398780.0,1358866.0,81.92,0.51
537,4,10,5,1951,3.0,98220,10.0,50.9,6583940.0,5641086.0,943088.0,89.41,0.66
538,4,0,5,1970,1.0,84420,51.0,36.4,2962476.0,2962599.0,0.0,20.65,0.09
541,4,10,5,1931,2.0,61200,11.0,89.0,5448687.0,2009446.0,3439325.0,196.67,3.07
542,4,0,5,1987,1.0,111908,69.0,20.7,2255026.0,1640844.0,614250.0,44.06,0.33
545,4,14,10,1970,1.0,141890,95.0,59.6,17109052.0,13302459.0,3807145.0,294.93,1.68
546,4,17,0,2001,4.0,92092,6.0,66.8,4678999.0,4679193.0,0.0,32.62,0.14
549,4,5,6,2008,4.0,202623,74.0,78.8,8787353.0,8787718.0,0.0,61.26,0.12
550,4,17,6,2000,2.0,77174,1.0,164.6,12704014.0,11518186.0,1186306.0,143.3,1.21
551,4,5,7,1998,5.0,110524,48.0,72.3,7752682.0,7753003.0,0.0,54.05,0.19
554,4,5,7,2000,7.0,241875,89.0,50.1,8168547.0,8036358.0,132522.0,63.06,0.12
555,4,5,7,1974,5.0,102930,84.0,52.3,4656777.0,4059633.0,597312.0,60.02,0.41
556,4,17,3,1902,3.0,76893,51.0,114.8,12187231.0,8332037.0,3855539.0,262.85,2.95
557,4,5,3,1975,8.0,150000,65.0,70.8,9088373.0,8385608.0,703114.0,95.8,0.4
558,4,5,3,1983,15.0,378002,84.0,65.0,17572308.0,15056355.0,2516578.0,238.61,0.46
561,4,5,3,1981,19.0,383515,91.0,47.0,15552193.0,15552838.0,0.0,108.42,0.11
563,4,14,3,1929,4.0,78920,67.0,133.2,10513817.0,8991952.0,1522238.0,143.53,1.33
564,4,5,3,1979,7.0,131143,94.0,40.3,5288304.0,5288523.0,618364.0,69.71,0.36
568,4,14,3,1940,3.0,83118,51.0,58.8,2643948.0,2444122.0,199928.0,27.66,0.21
569,4,14,3,1924,3.0,77555,39.0,109.6,8063959.0,7735694.0,328587.0,71.38,0.49
570,4,17,3,1909,6.0,51218,65.0,50.5,2625300.0,2625409.0,0.0,18.3,0.14
573,4,5,3,1921,13.0,189175,13.0,115.7,19018762.0,19019550.0,0.0,132.59,0.27
574,4,5,3,1998,13.0,293803,25.0,117.2,17044842.0,17045551.0,0.0,118.83,0.15
575,4,5,3,1910,7.0,122356,69.0,59.3,6618215.0,6531777.0,86709.0,50.14,0.18
576,4,17,3,1921,3.0,52298,88.0,39.6,1990749.0,1990832.0,0.0,13.88,0.1
580,4,5,3,1970,22.0,227556,74.0,63.6,8201974.0,8202314.0,0.0,57.18,0.1
582,4,7,4,1988,5.0,188339,17.0,105.4,8631444.0,7937320.0,694452.0,92.21,0.31
584,4,17,3,1910,6.0,95000,84.0,48.6,4108523.0,3874637.0,234045.0,39.44,0.24
588,4,17,5,1907,6.0,62370,30.0,72.4,4335178.0,4335358.0,0.0,30.22,0.19
589,4,10,5,1960,1.0,73296,82.0,29.1,2265487.0,1160736.0,1104800.0,66.77,0.84
595,4,17,5,1950,1.0,93610,94.0,60.0,6102883.0,4130858.0,1972197.0,133.54,1.24
596,4,5,5,1973,2.0,156188,74.0,43.9,6233927.0,5994655.0,239521.0,54.51,0.18
597,4,10,5,1966,1.0,104900,14.0,31.6,1796889.0,1796963.0,0.0,12.53,0.05
598,4,14,5,1975,5.0,238148,27.0,47.7,11356990.0,11357464.0,0.0,79.17,0.13
600,4,10,5,1969,1.0,55450,28.0,76.6,4247457.0,2337261.0,1910293.0,117.75,1.94
601,4,0,5,1979,1.0,54880,35.0,45.6,2505271.0,1190055.0,1315265.0,78.15,1.33
602,4,14,2,1992,1.0,113390,80.0,73.6,7323351.0,5071562.0,2252000.0,154.96,1.17
604,4,18,5,1963,1.0,50785,59.0,260.9,7144738.0,4432212.0,2712711.0,174.97,3.07
605,4,17,2,1929,3.0,85126,99.0,24.8,2019254.0,1234822.0,784483.0,50.27,0.53
607,4,0,5,1986,1.0,411584,48.0,33.8,13779936.0,7370004.0,6410237.0,391.82,0.87
609,4,5,7,2008,4.0,242686,72.0,61.8,9207485.0,9207866.0,0.0,64.19,0.1
610,4,17,3,1900,6.0,95760,81.0,57.8,5530880.0,4767878.0,763200.0,73.77,0.56
611,4,10,5,1946,1.0,179413,79.0,12.9,2290681.0,2290776.0,0.0,15.97,0.03
613,4,10,2,1966,1.0,170632,97.0,3.9,666392.0,666420.0,0.0,4.65,0.01
614,4,5,7,1994,10.0,381511,85.0,53.7,11813861.0,11314716.0,499616.0,105.41,0.15
615,4,5,3,2009,17.0,413264,91.0,44.0,13158205.0,13158750.0,0.0,91.73,0.08
616,4,9,9,2009,6.0,122400,52.0,76.1,5415438.0,4346649.0,1068969.0,87.07,0.56
618,6,4,1,1988,1.0,52924,81.0,36.0,1907697.0,1907776.0,0.0,13.3,0.1
619,4,10,5,1966,2.0,123000,55.0,19.3,2645229.0,2645339.0,0.0,18.44,0.06
620,4,10,5,1978,1.0,60448,93.0,14.7,888308.0,562213.0,326118.0,21.24,0.31
622,4,5,7,1928,4.0,215946,84.0,49.8,10752843.0,4474515.0,6278512.0,364.64,1.6
624,4,7,4,1990,5.0,289419,67.0,80.7,11792141.0,10557204.0,1235374.0,139.21,0.32
626,4,10,0,2004,4.0,87332,84.0,13.6,1189402.0,1075569.0,113878.0,13.55,0.1
627,4,7,4,1928,3.0,83448,54.0,93.9,6668456.0,2661094.0,4007472.0,231.39,2.64
628,4,3,4,2003,6.0,150545,26.0,136.5,13720714.0,5720865.0,8000088.0,464.77,2.92
630,4,3,7,2008,5.0,111856,43.0,80.8,9375125.0,4983324.0,4392008.0,268.0,2.2
631,4,10,4,1988,4.0,132828,85.0,7.8,1033846.0,1033889.0,0.0,7.21,0.02
632,4,10,2,1970,1.0,70400,1.0,199.8,14064603.0,9170509.0,4894474.0,323.87,4.04
633,4,14,10,1995,1.0,101830,58.0,79.7,10416934.0,6293054.0,4124140.0,262.9,2.32
634,6,4,1,1988,3.0,55353,87.0,27.5,1520326.0,1520389.0,0.0,10.6,0.07
637,4,10,12,1965,1.0,152365,86.0,7.9,1243807.0,998675.0,245173.0,19.98,0.1
638,4,7,1,1910,6.0,320946,59.0,79.6,25533580.0,25315228.0,219403.0,188.13,0.25
639,4,14,5,1958,1.0,74178,54.0,70.5,5229981.0,3312782.0,1917336.0,124.92,1.49
640,4,7,4,2003,5.0,275130,69.0,59.8,10624295.0,10624737.0,0.0,74.07,0.1
641,4,10,8,1987,4.0,80360,94.0,9.3,746776.0,446595.0,300200.0,19.06,0.21
642,6,4,12,1950,1.0,61183,91.0,39.2,2467851.0,717481.0,1750400.0,97.97,1.55
643,4,18,4,1996,3.0,119190,75.0,207.1,9586556.0,5860169.0,3726630.0,238.77,1.79
645,4,17,5,1921,3.0,66138,21.0,89.2,4751090.0,4751288.0,0.0,33.12,0.19
647,2,6,10,1976,4.0,31334,69.0,26.3,823495.0,823529.0,0.0,5.74,0.07
648,2,6,6,2005,3.0,47658,84.0,23.6,1122999.0,1123046.0,0.0,7.83,0.06
650,2,6,7,1962,3.0,24059,69.0,28.2,678843.0,678871.0,0.0,4.73,0.08
652,2,6,9,1988,4.0,76285,65.0,29.4,1777005.0,1777079.0,0.0,12.39,0.06
653,2,6,9,1990,3.0,46873,95.0,27.0,807358.0,807392.0,0.0,5.63,0.05
655,4,19,9,1957,2.0,22220,83.0,35.9,797435.0,317728.0,479720.0,27.69,1.18
656,6,4,9,1955,1.0,46732,89.0,43.1,2198064.0,737395.0,1460700.0,82.72,1.7
657,3,8,0,2000,6.0,152693,100.0,22.4,4992165.0,3704682.0,1287638.0,94.21,0.51
658,2,6,10,1959,2.0,26211,77.0,53.0,1388352.0,296087.0,1092278.0,60.07,2.24
661,4,10,5,1976,1.0,44100,1.0,42.4,1696009.0,1696079.0,0.0,11.82,0.1
662,4,0,5,1965,1.0,27800,10.0,47.1,1310481.0,904675.0,405843.0,27.86,0.86
664,4,10,5,2001,1.0,46340,3.0,52.6,2438430.0,2438531.0,0.0,17.0,0.14
667,4,17,1,1910,3.0,38460,74.0,48.3,1857387.0,1348677.0,508766.0,36.42,0.8
669,1,1,7,2003,11.0,286408,75.0,33.1,6447259.0,6447306.0,221.0,44.96,0.06
670,2,9,12,2002,4.0,93114,91.0,35.5,2254391.0,1828411.0,426056.0,35.37,0.3
672,3,8,3,2002,7.0,66849,45.0,28.9,1929828.0,1929908.0,0.0,13.45,0.08
673,4,19,10,1922,2.0,21022,81.0,32.5,684155.0,75200.0,608959.0,32.87,1.55
674,2,6,12,1926,4.0,30240,73.0,25.9,651616.0,651643.0,0.0,4.54,0.06
675,3,8,3,1991,5.0,59440,53.0,50.6,2504797.0,1699404.0,805463.0,54.62,0.8
677,2,6,12,1989,4.0,45878,18.0,22.7,1040478.0,1040521.0,0.0,7.25,0.06
678,3,8,12,1995,5.0,37824,91.0,27.9,1056099.0,700053.0,356075.0,23.79,0.55
679,2,6,12,1976,4.0,38765,98.0,17.4,672953.0,672981.0,0.0,4.69,0.05
680,6,4,12,1954,2.0,51489,94.0,37.1,1909346.0,724742.0,1184634.0,67.97,1.26
683,3,8,4,1991,8.0,148474,59.0,62.8,4046866.0,1921564.0,2125382.0,126.27,0.79
684,4,0,5,1967,1.0,48001,37.0,51.7,2483320.0,664500.0,1818848.0,101.23,2.05
686,4,10,5,1969,1.0,37351,8.0,63.0,2465266.0,1317122.0,1148198.0,70.16,1.73
687,4,10,5,1981,1.0,30375,74.0,11.1,338141.0,338154.0,0.0,2.36,0.03
689,2,6,12,1990,3.0,32235,77.0,26.3,577601.0,577625.0,0.0,4.03,0.05
692,2,6,6,1988,4.0,23976,77.0,27.3,654313.0,654340.0,0.0,4.56,0.07
693,4,19,0,1914,2.0,33589,95.0,13.1,440658.0,121667.0,318996.0,17.79,0.51
694,3,8,0,2004,6.0,169149,88.0,29.6,4382240.0,3819043.0,563357.0,56.54,0.24
695,3,8,0,1992,5.0,25368,59.0,27.2,690750.0,496782.0,193989.0,13.77,0.46
696,4,17,0,1979,3.0,43500,43.0,76.0,3303989.0,3304126.0,0.0,23.03,0.2
697,4,17,0,1978,2.0,28492,9.0,72.1,2055622.0,1456421.0,599262.0,41.98,1.25
700,1,1,3,1928,14.0,50141,98.0,58.6,1970956.0,679305.0,1291679.0,73.34,1.4
701,4,7,3,1946,2.0,44588,1.0,215.2,14329739.0,8273532.0,6056552.0,379.34,7.71
703,4,17,3,1937,2.0,28568,86.0,29.4,841242.0,688567.0,152704.0,12.91,0.35
705,3,8,4,1925,5.0,58954,88.0,43.9,2585187.0,699846.0,1885370.0,105.01,1.73
706,3,8,4,1916,5.0,37992,96.0,32.6,1238402.0,730169.0,508264.0,32.08,0.76
709,3,8,4,1910,5.0,40489,100.0,31.6,1279769.0,427801.0,851986.0,48.23,1.15
710,2,6,4,1925,3.0,34800,66.0,28.7,819314.0,819348.0,0.0,5.71,0.06
711,2,6,4,1928,3.0,28058,98.0,31.4,758875.0,478113.0,280781.0,18.25,0.58
712,1,1,3,2003,13.0,106066,64.0,38.0,4750287.0,2618373.0,2132023.0,131.48,1.13
715,3,8,3,2001,6.0,142063,81.0,37.3,2653856.0,2437132.0,216825.0,28.51,0.13
716,3,8,3,1992,8.0,188717,76.0,32.5,4407932.0,4063949.0,344152.0,46.61,0.15
717,2,6,3,1924,3.0,33400,90.0,47.6,1547556.0,429824.0,1117750.0,62.36,1.81
718,3,8,3,1994,7.0,88144,43.0,23.0,2028584.0,928781.0,1099841.0,64.89,0.69
720,2,6,7,2000,3.0,37619,86.0,31.8,1196503.0,704661.0,491871.0,31.04,0.74
721,4,14,3,1917,2.0,147545,59.0,48.8,7196194.0,4231639.0,2964732.0,186.96,1.14
723,2,6,7,1993,3.0,24178,97.0,22.6,777696.0,522603.0,255114.0,17.19,0.62
726,1,1,3,1982,24.0,167941,100.0,17.2,2383733.0,2135382.0,248439.0,28.08,0.11
727,2,6,12,1986,4.0,38970,69.0,24.3,948657.0,948696.0,0.0,6.61,0.06
728,3,8,0,1989,5.0,24648,91.0,21.6,532670.0,532692.0,0.0,3.71,0.06
729,2,6,7,1988,4.0,34270,51.0,30.2,639325.0,639351.0,0.0,4.46,0.05
731,6,4,10,1930,2.0,47602,85.0,42.1,2004995.0,747126.0,1257900.0,72.02,1.45
733,2,6,4,1986,4.0,24864,38.0,24.6,611997.0,612023.0,0.0,4.27,0.07
734,3,8,3,1990,5.0,39050,93.0,26.8,1045337.0,1045381.0,0.0,7.29,0.07
735,3,8,3,1980,8.0,77800,18.0,64.3,2978323.0,2365589.0,612832.0,49.04,0.5
739,4,17,3,1974,5.0,61825,51.0,114.0,4735249.0,2083115.0,2652221.0,155.38,2.37
740,1,1,3,2001,16.0,590869,93.0,36.1,14776743.0,8967760.0,5809355.0,371.05,0.56
741,3,8,3,2001,7.0,145275,56.0,25.9,2671115.0,2671225.0,0.0,18.62,0.05
742,4,17,3,1942,3.0,64630,91.0,38.0,2456132.0,1390446.0,1065744.0,66.29,0.93
743,4,19,3,1948,2.0,20920,11.0,54.3,1136676.0,310391.0,826298.0,46.05,2.14
744,2,6,3,1903,3.0,26640,23.0,69.9,1862752.0,785899.0,1076885.0,62.67,2.23
746,4,17,3,1925,3.0,20565,62.0,40.9,841841.0,841876.0,0.0,5.87,0.11
747,2,6,3,1987,4.0,34880,90.0,22.4,918177.0,918215.0,0.0,6.4,0.07
748,2,6,3,1902,4.0,56776,98.0,35.1,1784233.0,696392.0,1087870.0,62.63,1.05
749,3,8,3,1990,6.0,112676,89.0,36.8,2867434.0,2253788.0,613739.0,48.31,0.34
750,4,19,12,1926,2.0,22128,97.0,24.1,534039.0,133979.0,400065.0,22.18,0.98
751,2,6,12,1973,4.0,26880,8.0,47.3,1272272.0,1027253.0,245062.0,20.18,0.59
752,2,6,6,1987,4.0,23098,93.0,20.8,481206.0,481226.0,0.0,3.35,0.06
753,4,14,10,1968,1.0,48139,98.0,19.2,767213.0,471514.0,295719.0,18.99,0.35
755,3,8,10,1993,5.0,214388,97.0,25.9,4433348.0,4433532.0,0.0,30.91,0.06
757,2,6,10,1990,4.0,43228,86.0,24.1,1039782.0,1039826.0,0.0,7.25,0.06
758,3,8,4,1967,5.0,23231,84.0,23.6,520738.0,520760.0,0.0,3.63,0.06
759,4,19,12,1949,2.0,21364,84.0,44.4,947884.0,189420.0,758472.0,41.6,1.91
761,3,8,4,1923,6.0,39251,84.0,31.9,1075793.0,1027560.0,48275.0,9.73,0.14
762,3,8,4,1992,5.0,44715,76.0,41.5,1857889.0,1415752.0,442195.0,33.35,0.61
764,3,8,6,1994,7.0,86525,79.0,36.6,2294320.0,1884053.0,410345.0,34.93,0.31
765,2,6,6,1916,3.0,56652,99.0,27.5,1558041.0,657053.0,901015.0,52.43,0.88
766,3,8,7,1996,5.0,20798,81.0,25.4,527438.0,527460.0,0.0,3.68,0.07
768,2,6,4,1965,3.0,20296,72.0,26.6,520275.0,520297.0,0.0,3.63,0.07
770,2,6,7,1988,4.0,31537,57.0,35.4,864765.0,864801.0,0.0,6.03,0.07
771,3,8,4,1980,5.0,48744,32.0,34.3,1670929.0,1670998.0,0.0,11.65,0.09
775,2,6,5,1980,4.0,59600,50.0,23.4,1396191.0,1396249.0,0.0,9.73,0.06
776,2,6,7,1978,4.0,40948,95.0,18.8,603376.0,603401.0,0.0,4.21,0.04
778,3,8,3,1992,7.0,65210,87.0,63.7,3610224.0,1276889.0,2333388.0,132.83,1.95
780,2,6,4,1925,3.0,21712,61.0,51.7,1122837.0,362244.0,760608.0,42.92,1.91
781,3,8,4,1908,5.0,53232,79.0,36.4,1724560.0,1175022.0,549587.0,37.38,0.61
783,2,6,9,1984,4.0,57856,56.0,29.3,1695729.0,1695800.0,0.0,11.82,0.08
784,4,14,9,1956,2.0,25862,13.0,211.2,5462958.0,2436289.0,3026770.0,177.74,6.47
785,4,14,9,2003,2.0,49965,80.0,69.4,3466461.0,3356264.0,110336.0,29.26,0.3
786,2,6,7,1981,3.0,53698,99.0,17.9,962082.0,962122.0,0.0,6.71,0.05
787,3,8,3,1911,6.0,23338,39.0,73.9,2339133.0,759351.0,1579813.0,89.2,3.68
788,3,8,3,1900,6.0,39594,81.0,22.6,895901.0,576534.0,319391.0,20.98,0.47
791,4,17,3,1900,7.0,23622,85.0,39.3,1118346.0,1069446.0,48944.0,10.05,0.23
792,4,17,3,1902,3.0,23563,71.0,35.8,842923.0,842958.0,0.0,5.88,0.1
794,4,9,3,1978,2.0,38539,50.0,88.2,2307938.0,2308034.0,0.0,16.09,0.16
795,4,17,3,1906,5.0,26840,24.0,69.1,2006626.0,2006710.0,0.0,13.99,0.2
796,4,14,3,1906,2.0,46800,54.0,44.6,2087998.0,2088085.0,0.0,14.56,0.12
797,4,17,3,1979,3.0,63990,31.0,64.4,2513155.0,2509730.0,3529.0,17.68,0.11
798,4,17,3,1908,3.0,28800,43.0,38.8,1358652.0,988880.0,369813.0,26.53,0.77
801,4,17,3,1954,3.0,33552,44.0,104.6,2778865.0,744206.0,2034690.0,113.25,3.28
802,4,14,3,1931,2.0,26270,22.0,67.4,1770198.0,1228269.0,541980.0,37.35,1.22
803,4,17,3,1926,3.0,57620,50.0,48.0,2390284.0,2390383.0,0.0,16.66,0.11
804,2,6,3,1923,3.0,33440,30.0,96.5,3227332.0,569893.0,2657463.0,145.11,4.27
806,4,3,3,1990,5.0,57800,77.0,46.2,2668769.0,1610105.0,1058731.0,67.45,1.05
807,3,8,3,1994,6.0,69590,96.0,60.4,4202335.0,1619387.0,2583015.0,148.47,2.03
809,1,1,3,1990,26.0,321050,44.0,56.2,12719042.0,8073032.0,4646346.0,303.05,0.84
810,3,8,3,2000,7.0,192077,97.0,26.6,3795938.0,3796096.0,0.0,26.46,0.05
811,3,8,3,2008,7.0,203940,97.0,44.1,6313678.0,3712014.0,2601819.0,164.06,0.73
812,2,6,3,1918,3.0,21284,95.0,35.6,758322.0,398113.0,360226.0,21.91,0.95
814,3,8,3,2002,6.0,98222,81.0,45.9,2035595.0,1276395.0,759253.0,49.22,0.45
815,4,11,3,1955,2.0,31890,3.0,54.3,1691021.0,1691092.0,0.0,11.79,0.14
821,3,8,3,1991,6.0,41030,74.0,42.6,1070740.0,768867.0,301904.0,21.39,0.44
823,2,6,3,1910,4.0,21095,61.0,42.2,891050.0,473326.0,417744.0,25.49,1.11
824,3,8,3,1989,5.0,188715,82.0,30.4,3548309.0,3534672.0,13783.0,25.37,0.05
825,2,6,3,1925,3.0,23989,59.0,29.0,696840.0,696869.0,0.0,4.86,0.08
826,4,7,3,1952,4.0,26670,59.0,56.0,1494252.0,1434423.0,59888.0,13.18,0.26
828,2,6,3,1922,3.0,34060,31.0,80.5,2741909.0,391585.0,2350341.0,127.56,3.7
829,3,8,3,1925,7.0,37300,55.0,46.0,1716575.0,1059018.0,657602.0,42.31,1.01
831,3,8,3,1998,6.0,328947,77.0,29.9,8320719.0,7879816.0,441231.0,78.36,0.14
832,3,8,3,2000,6.0,160141,80.0,25.7,3404992.0,3405134.0,0.0,23.74,0.06
833,2,6,3,1925,3.0,44736,86.0,56.1,2279063.0,518373.0,1760711.0,97.13,2.12
834,2,6,3,1923,3.0,22400,67.0,30.3,678608.0,678636.0,0.0,4.73,0.08
835,1,1,3,1979,13.0,70200,5.0,44.9,3155391.0,3155522.0,0.0,22.0,0.12
836,3,8,3,1929,6.0,21840,96.0,36.0,786979.0,444309.0,342689.0,21.3,0.89
837,2,6,3,1925,3.0,33880,33.0,80.4,2250669.0,395884.0,1854801.0,101.27,2.94
840,4,3,3,1967,4.0,44416,62.0,49.4,2601369.0,1506877.0,1094554.0,68.64,1.4
843,3,8,3,1994,8.0,224732,22.0,55.5,10240707.0,7939313.0,2301723.0,177.59,0.64
846,2,6,4,1930,3.0,29765,52.0,54.1,1337968.0,289287.0,1048693.0,57.71,1.9
847,2,6,4,1928,4.0,27182,52.0,66.2,1798694.0,291716.0,1506990.0,82.07,2.97
848,2,6,10,1999,4.0,126436,94.0,26.5,2420503.0,2400871.0,19732.0,17.78,0.06
849,2,6,7,1969,4.0,22374,87.0,22.7,508057.0,508078.0,0.0,3.54,0.06
850,2,6,7,1910,4.0,61802,62.0,62.1,3837228.0,2882817.0,954530.0,70.79,0.94
851,6,4,7,2001,1.0,35805,100.0,8.9,317581.0,262176.0,55417.0,4.77,0.1
852,2,6,8,2002,4.0,56473,65.0,37.2,1308324.0,1308378.0,0.0,9.12,0.06
853,3,8,12,1968,8.0,51490,94.0,27.2,1398253.0,880138.0,518152.0,33.65,0.58
854,2,6,6,1987,4.0,45348,78.0,30.2,1371445.0,1371502.0,0.0,9.56,0.08
855,2,6,10,1966,4.0,31317,73.0,27.2,851563.0,851598.0,0.0,5.94,0.07
856,3,8,10,1969,5.0,99372,79.0,27.5,2735128.0,2735241.0,0.0,19.07,0.07
857,2,6,10,1964,4.0,26744,93.0,22.7,606886.0,606911.0,0.0,4.23,0.06
858,2,6,10,1987,4.0,30060,89.0,23.3,699217.0,699246.0,0.0,4.87,0.06
859,4,19,10,1928,2.0,45991,52.0,22.7,1044642.0,503890.0,540773.0,32.23,0.65
860,3,8,9,2002,5.0,119996,41.0,48.7,5051636.0,3963991.0,1087808.0,85.41,0.57
861,2,6,9,1997,4.0,23794,63.0,22.1,525668.0,525690.0,0.0,3.66,0.06
862,2,6,2,1988,4.0,48996,51.0,28.1,1379206.0,1379263.0,0.0,9.61,0.08
863,2,6,7,2007,4.0,37090,34.0,27.0,946138.0,907741.0,38435.0,8.37,0.12
864,2,6,2,1998,3.0,23533,56.0,54.7,1286882.0,1098043.0,188885.0,17.69,0.55
865,3,8,4,2001,6.0,52020,48.0,39.0,1956075.0,1627418.0,328725.0,28.8,0.42
866,2,6,12,1958,3.0,32612,81.0,24.1,785901.0,785934.0,0.0,5.48,0.06
867,2,6,11,1971,4.0,58485,34.0,41.1,2401890.0,2401989.0,0.0,16.74,0.11
868,2,6,9,1999,3.0,147443,83.0,29.9,2740128.0,2740242.0,0.0,19.1,0.05
869,2,6,9,1988,4.0,65103,27.0,54.5,2674034.0,2674145.0,0.0,18.64,0.11
870,4,13,9,1921,3.0,21499,91.0,22.1,474359.0,474378.0,0.0,3.31,0.06
871,4,17,9,1989,2.0,20384,15.0,73.0,1826203.0,1777327.0,48950.0,14.99,0.36
872,2,6,9,1960,4.0,21528,65.0,28.3,609368.0,609393.0,0.0,4.25,0.08
874,4,14,9,1956,2.0,54284,16.0,128.2,7008252.0,6694748.0,313781.0,63.33,0.64
875,4,14,9,1956,1.0,23409,67.0,107.7,2520919.0,2337349.0,183667.0,26.05,0.68
877,2,6,9,1980,2.0,321333,100.0,22.4,7182436.0,4440015.0,2742603.0,176.61,0.49
878,2,6,9,1959,3.0,26157,1.0,93.3,2440980.0,2441081.0,0.0,17.02,0.25
879,4,3,9,1961,2.0,24100,91.0,52.0,1607578.0,827601.0,780011.0,47.2,1.81
883,2,6,3,1917,3.0,21130,88.0,65.0,1372475.0,189342.0,1183141.0,64.16,3.0
886,4,3,3,1960,7.0,61180,31.0,57.9,3542542.0,1824101.0,1718517.0,103.99,1.57
887,4,17,3,1978,5.0,43506,60.0,92.3,3005926.0,1720052.0,1285945.0,80.29,1.68
889,1,1,3,1970,23.0,179745,12.0,63.8,7753535.0,5948905.0,1804877.0,137.33,0.62
