,BuildingType,PrimaryPropertyType,Neighborhood,YearBuilt,NumberofFloors,PropertyGFATotal,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),GHGEmissions(MetricTonsCO2e),GHGEmissionsIntensity(kgCO2e/ft2)
1832,2,6,8,1967,2.0,22382,69.0,29.2,638238.0,638264.0,0.0,4.45,0.08
1833,2,6,8,1977,3.0,27639,58.0,28.8,686091.0,686119.0,0.0,4.78,0.07
1834,2,6,8,1970,2.0,101613,97.0,22.2,2251442.0,1753554.0,497961.0,38.67,0.31
1835,2,6,8,1986,3.0,30942,61.0,29.0,897514.0,897551.0,0.0,6.26,0.08
1837,4,0,5,1952,1.0,41308,20.0,38.4,1588231.0,1040360.0,547914.0,36.35,0.77
1839,2,6,12,1978,4.0,39888,41.0,54.8,2185530.0,900024.0,1285543.0,74.55,1.77
1840,2,6,8,2000,3.0,30833,65.0,22.9,706961.0,706991.0,0.0,4.93,0.06
1841,3,8,7,2001,6.0,28453,93.0,30.4,863773.0,862819.0,989.0,6.07,0.08
1842,3,8,4,1966,7.0,28291,94.0,23.0,650008.0,650035.0,0.0,4.53,0.06
1843,2,6,7,1999,4.0,34459,72.0,24.6,966764.0,966804.0,0.0,6.74,0.07
1844,3,8,12,2002,6.0,40025,73.0,37.8,1514279.0,1019753.0,494568.0,33.38,0.72
1846,3,8,7,1968,7.0,35750,100.0,33.7,1206065.0,663407.0,542685.0,33.45,0.86
1847,3,8,7,1984,5.0,34726,80.0,24.6,853071.0,853107.0,0.0,5.95,0.07
1848,2,6,4,1980,3.0,49106,39.0,23.5,1153276.0,1153324.0,0.0,8.04,0.06
1849,2,6,4,1965,3.0,24754,70.0,26.7,661380.0,661408.0,0.0,4.61,0.07
1850,2,6,8,2002,3.0,30870,64.0,24.9,804237.0,804270.0,0.0,5.61,0.07
1851,3,8,3,2001,7.0,109284,100.0,22.0,1727783.0,1727855.0,0.0,12.05,0.04
1852,2,6,7,1999,4.0,28766,100.0,27.3,786346.0,515511.0,270856.0,17.98,0.55
1853,2,6,7,1981,4.0,24570,55.0,29.4,721723.0,721753.0,0.0,5.03,0.08
1854,3,8,4,2007,5.0,50749,66.0,30.4,1540618.0,1512679.0,28001.0,12.03,0.11
1855,3,8,4,2007,6.0,91520,35.0,37.3,3418139.0,3361800.0,56479.0,26.44,0.13
1856,2,6,6,2004,4.0,62504,41.0,19.8,1069095.0,1067557.0,1582.0,7.53,0.05
1857,3,8,3,2003,7.0,39962,75.0,36.5,1456808.0,787415.0,669426.0,41.04,0.94
1860,2,6,7,1947,3.0,22604,41.0,64.5,1457827.0,239652.0,1218185.0,66.37,2.89
1861,2,6,7,1909,4.0,46296,48.0,55.8,2583968.0,355267.0,2228716.0,120.84,2.58
1862,2,6,7,1929,3.0,36282,94.0,31.4,985236.0,551010.0,434249.0,26.9,0.68
1863,3,8,7,1970,9.0,54820,19.0,48.4,2157144.0,1625710.0,531501.0,39.56,0.59
1864,3,8,7,1960,6.0,44016,100.0,15.7,585559.0,585584.0,0.0,4.08,0.04
1865,2,6,7,1930,3.0,31552,86.0,49.7,1566802.0,264548.0,1302265.0,71.01,2.21
1866,2,6,7,1925,3.0,29533,96.0,44.9,1324965.0,296639.0,1028338.0,56.68,1.88
1867,2,6,7,1930,3.0,20688,28.0,73.5,1521202.0,228951.0,1292260.0,70.23,3.35
1868,2,6,3,1946,3.0,22972,46.0,62.0,1425226.0,230147.0,1195089.0,65.08,2.79
1869,2,6,7,1985,4.0,49034,57.0,30.0,1364063.0,1364119.0,0.0,9.51,0.07
1870,2,6,7,1962,4.0,33164,93.0,21.8,587903.0,587927.0,0.0,4.1,0.05
1871,2,6,7,1907,4.0,38407,59.0,31.3,1200381.0,1200431.0,0.0,8.37,0.08
1872,3,8,7,1955,6.0,88422,87.0,57.1,4285049.0,1098849.0,3186245.0,176.88,1.95
1873,2,6,7,1907,4.0,34498,100.0,27.4,943853.0,185431.0,758429.0,41.57,1.18
1874,2,6,8,1985,4.0,56074,72.0,27.7,1554342.0,1554407.0,0.0,10.84,0.07
1875,2,6,8,1981,4.0,43132,61.0,26.0,1120197.0,1120243.0,0.0,7.81,0.07
1876,3,8,8,1968,5.0,25671,93.0,26.0,666385.0,666413.0,0.0,4.65,0.07
1877,2,6,8,1993,4.0,31379,73.0,26.9,843078.0,843113.0,0.0,5.88,0.07
1879,3,8,8,2003,6.0,119355,73.0,27.7,2023258.0,2023342.0,0.0,14.1,0.05
1880,4,10,7,1957,1.0,38255,13.0,24.2,925097.0,416476.0,508638.0,29.92,0.74
1882,2,6,9,1970,4.0,144779,65.0,26.6,3850963.0,3851124.0,0.0,26.85,0.07
1883,2,6,10,1967,3.0,20210,88.0,26.5,529807.0,383854.0,145969.0,10.43,0.43
1884,2,6,11,1956,2.0,21708,59.0,60.6,1315298.0,400280.0,915035.0,51.39,2.29
1885,2,6,11,2006,2.0,55842,36.0,31.1,1331031.0,1331086.0,0.0,9.28,0.06
1886,1,1,4,1970,12.0,97160,29.0,36.2,3909668.0,3909830.0,0.0,27.26,0.11
1887,2,6,1,1929,4.0,23875,51.0,49.7,1185469.0,347397.0,838086.0,46.93,1.9
1889,4,17,6,1989,3.0,48924,77.0,64.6,2023197.0,1253337.0,769913.0,49.63,0.9
1892,2,6,7,1994,4.0,26964,90.0,26.9,609257.0,440119.0,169156.0,12.05,0.38
1894,4,17,6,1959,4.0,50333,91.0,29.4,1477321.0,1477382.0,0.0,10.3,0.08
1897,4,17,6,2000,3.0,57132,61.0,67.8,2286622.0,2286717.0,0.0,15.94,0.11
1898,3,8,2,1968,6.0,49510,3.0,54.4,2694853.0,2166976.0,527967.0,43.15,0.68
1899,2,6,2,1977,3.0,23664,10.0,41.6,984618.0,984659.0,0.0,6.86,0.11
1900,2,6,2,2006,3.0,42169,49.0,30.6,1121259.0,1121306.0,0.0,7.82,0.07
1901,2,6,2,2006,4.0,56334,80.0,32.8,1870069.0,1213075.0,657044.0,43.35,0.68
1902,2,16,2,2008,3.0,144682,95.0,36.2,5231373.0,3583206.0,1648316.0,112.52,0.67
1903,4,19,2,1957,2.0,24224,41.0,44.0,1064745.0,623884.0,440886.0,27.76,1.04
1904,4,19,2,1963,1.0,23706,77.0,16.8,398357.0,187572.0,210793.0,12.5,0.49
1905,3,8,7,1963,5.0,27288,80.0,43.9,1198401.0,334690.0,863725.0,48.21,1.71
1907,2,6,12,1957,3.0,20184,100.0,7.5,151798.0,151804.0,0.0,1.06,0.02
1910,2,6,11,1962,4.0,21540,74.0,35.7,769676.0,769707.0,0.0,5.37,0.1
1912,4,18,11,1959,1.0,67450,1.0,253.8,10851443.0,6924747.0,3926985.0,256.84,3.37
1913,6,4,0,1958,1.0,39971,94.0,37.5,1499128.0,579552.0,919600.0,52.88,1.26
1914,3,8,7,2006,6.0,67796,82.0,58.1,2292169.0,1556411.0,735823.0,49.93,0.64
1918,4,17,7,1979,2.0,43016,100.0,26.4,1137520.0,114193.0,1023332.0,55.15,1.27
1920,4,17,7,1940,2.0,20671,99.0,30.4,628023.0,191369.0,436662.0,24.53,1.15
1921,2,6,1,1985,2.0,24150,28.0,34.6,696777.0,696805.0,0.0,4.86,0.08
1922,4,10,5,1927,1.0,21600,55.0,24.2,523133.0,260985.0,262159.0,15.74,0.68
1925,2,6,0,1997,3.0,29378,27.0,37.9,932514.0,661921.0,270621.0,18.99,0.55
1926,4,19,12,1977,1.0,35844,4.0,32.4,1162519.0,1162567.0,0.0,8.1,0.09
1927,4,17,6,1916,3.0,31774,83.0,50.3,1703060.0,1510719.0,192404.0,20.75,0.45
1928,2,6,6,2006,4.0,106218,83.0,40.7,2759449.0,1580137.0,1179377.0,73.65,0.63
1929,3,8,6,1997,5.0,217146,35.0,46.6,7431788.0,5286312.0,2145696.0,150.81,0.59
1930,2,6,8,1979,2.0,33852,85.0,25.0,846274.0,846309.0,0.0,5.9,0.07
1932,1,1,4,1965,11.0,66150,25.0,36.6,2422767.0,2422867.0,0.0,16.89,0.1
1933,2,6,4,1926,3.0,29896,26.0,31.5,803812.0,803845.0,0.0,5.6,0.07
1934,2,6,4,1910,3.0,20022,100.0,22.4,447947.0,96442.0,351509.0,19.34,0.95
1935,2,6,8,1984,3.0,49291,85.0,22.0,1084048.0,1084093.0,0.0,7.56,0.06
1936,1,1,1,1972,10.0,97978,72.0,30.4,2982450.0,2982574.0,0.0,20.79,0.08
1937,3,8,1,2008,6.0,87041,76.0,28.2,1965116.0,1965197.0,0.0,13.7,0.06
1938,3,8,1,2008,6.0,371442,100.0,27.8,6710600.0,2164656.0,4546033.0,256.53,0.67
1939,2,6,7,1964,4.0,21608,89.0,22.2,478982.0,479002.0,0.0,3.34,0.06
1940,2,6,0,1991,3.0,33733,90.0,36.0,880590.0,520740.0,359871.0,22.74,0.61
1944,4,17,3,1979,3.0,34030,49.0,51.6,1757194.0,1568628.0,188631.0,20.95,0.42
1947,4,9,3,1900,2.0,34455,48.0,81.6,4700396.0,4700590.0,0.0,32.77,0.36
1948,4,17,3,1900,2.0,32027,73.0,98.6,3158151.0,1394287.0,1763922.0,103.4,3.04
1951,4,17,5,1914,3.0,34425,86.0,39.2,1958735.0,1179577.0,779207.0,49.61,1.29
1952,3,8,1,2009,7.0,142586,100.0,41.3,4252035.0,1117560.0,3134521.0,174.27,1.19
1953,6,4,5,1971,2.0,52609,66.0,32.5,1711397.0,1085542.0,625900.0,40.81,0.69
1956,4,7,12,1984,3.0,40304,7.0,95.3,1916966.0,1917045.0,0.0,13.36,0.13
1957,3,8,0,1981,5.0,82082,13.0,40.4,2522094.0,2396303.0,125891.0,23.39,0.16
1958,2,6,12,1995,4.0,33852,90.0,33.9,1148373.0,502285.0,646109.0,37.82,1.05
1959,1,1,3,1985,13.0,154889,57.0,29.2,4527521.0,3677903.0,849770.0,70.77,0.35
1960,3,8,11,2004,7.0,193946,86.0,39.5,8259071.0,5091649.0,3167633.0,203.73,0.94
1961,4,0,5,1990,1.0,29619,80.0,24.8,734495.0,403749.0,330763.0,20.38,0.63
1962,2,6,1,1968,3.0,34846,69.0,29.2,1018190.0,1018233.0,0.0,7.1,0.08
1963,4,4,1,1922,2.0,21592,43.0,74.7,1545485.0,505257.0,1040249.0,58.77,2.62
1964,3,8,1,1980,6.0,62538,81.0,30.0,1885314.0,1885393.0,0.0,13.14,0.08
1965,4,17,1,1907,3.0,25200,50.0,69.1,1658751.0,1186764.0,472036.0,33.34,1.12
1966,4,17,1,1947,1.0,45068,100.0,6.0,270004.0,131065.0,138944.0,8.29,0.17
1967,4,17,1,1963,2.0,28296,73.0,55.4,1489392.0,1489454.0,0.0,10.38,0.14
1970,4,17,1,1999,3.0,31357,56.0,64.4,1963054.0,1765121.0,198007.0,22.82,0.49
1971,4,0,5,1968,1.0,160000,89.0,9.2,1476506.0,1476567.0,0.0,10.29,0.02
1972,4,10,5,1960,1.0,53550,15.0,74.5,3986851.0,1526411.0,2460503.0,141.32,2.52
1973,4,10,5,1924,1.0,38412,47.0,42.2,1689261.0,486549.0,1202732.0,67.27,1.7
1975,3,8,9,1979,5.0,91560,76.0,27.4,2509232.0,2509336.0,0.0,17.49,0.07
1977,2,6,10,1989,4.0,37456,88.0,22.9,855964.0,855999.0,0.0,5.97,0.06
1978,3,8,4,1963,8.0,50784,51.0,33.6,1705685.0,1450946.0,254799.0,23.65,0.34
1979,1,1,4,1960,10.0,38220,55.0,77.4,2957976.0,615630.0,2342371.0,128.69,3.3
1980,2,6,1,1981,4.0,35251,51.0,22.0,776991.0,777023.0,0.0,5.42,0.06
1981,4,17,5,1953,1.0,24291,85.0,27.4,664539.0,367771.0,296783.0,18.33,0.69
1982,4,10,5,1966,1.0,36544,4.0,35.7,1303247.0,1303301.0,0.0,9.09,0.1
1983,2,6,8,1999,4.0,35456,85.0,26.2,928167.0,628576.0,299617.0,20.29,0.5
1984,4,4,8,1931,2.0,23923,72.0,36.5,872555.0,433811.0,438762.0,26.33,1.02
1986,4,0,5,1947,1.0,21349,65.0,32.7,698177.0,423751.0,274444.0,17.53,0.74
1987,4,10,5,1936,1.0,38630,31.0,11.0,422133.0,422151.0,0.0,2.94,0.03
1990,5,10,5,1985,1.0,22803,81.0,27.5,626612.0,404932.0,221697.0,14.6,0.56
1992,4,12,5,1951,1.0,41550,99.0,10.8,448676.0,448694.0,0.0,3.13,0.03
1994,6,4,5,2000,2.0,64493,81.0,34.6,2231695.0,1754868.0,476900.0,37.56,0.47
1995,4,4,11,1912,2.0,42252,44.0,54.5,2300803.0,326016.0,1974800.0,107.15,2.5
1997,4,19,11,1981,3.0,22895,98.0,17.2,393493.0,196900.0,196601.0,11.81,0.48
1998,4,14,5,2002,2.0,54211,100.0,32.8,1147582.0,1147629.0,0.0,8.0,0.06
2000,2,6,11,1962,4.0,21640,89.0,27.4,592534.0,592559.0,0.0,4.13,0.07
2001,2,6,11,2010,4.0,88043,84.0,37.4,2477499.0,1514225.0,963336.0,61.72,0.63
2003,3,8,11,2005,7.0,289471,78.0,48.1,9274650.0,3874282.0,5400530.0,313.83,1.03
2004,2,6,10,1983,4.0,35577,24.0,39.0,1115107.0,1115153.0,0.0,7.77,0.08
2006,2,6,8,1970,3.0,22045,60.0,27.8,611536.0,611561.0,0.0,4.26,0.07
2007,2,6,9,1990,4.0,37091,85.0,21.8,808829.0,808863.0,0.0,5.64,0.06
2008,2,6,8,1994,3.0,65694,43.0,31.9,1695593.0,1695663.0,0.0,11.82,0.07
2009,2,6,8,1990,3.0,30110,97.0,19.1,497528.0,497549.0,0.0,3.47,0.04
2011,2,6,9,1970,4.0,25300,74.0,25.8,652449.0,652476.0,0.0,4.55,0.07
2013,4,10,5,1937,1.0,52325,67.0,15.0,784762.0,520964.0,263820.0,17.64,0.29
2016,4,14,5,1944,1.0,25880,99.0,12.1,312563.0,312576.0,0.0,2.18,0.03
2017,4,10,5,1960,1.0,45842,98.0,11.3,816846.0,702564.0,114312.0,10.97,0.17
2020,4,10,5,1966,1.0,20520,70.0,29.8,610711.0,206942.0,403777.0,22.89,1.07
2021,4,10,5,1945,1.0,22972,12.0,20.7,474811.0,474830.0,0.0,3.31,0.06
2022,4,10,5,1953,1.0,24990,69.0,18.3,591249.0,485908.0,105361.0,8.98,0.28
2025,4,0,5,1966,1.0,24354,2.0,44.7,1088016.0,649758.0,438284.0,27.81,1.03
2026,4,0,5,1959,1.0,33600,58.0,24.5,824483.0,626777.0,197732.0,14.87,0.36
2027,4,11,5,1974,1.0,20819,2.0,80.0,1666221.0,727382.0,938869.0,54.93,2.49
2030,4,12,5,1957,1.0,25520,100.0,40.7,1025205.0,514876.0,510350.0,30.69,1.12
2031,2,6,5,1983,4.0,28176,100.0,21.2,597885.0,597910.0,0.0,4.17,0.06
2032,2,6,5,2001,3.0,59846,68.0,33.5,2001869.0,1501762.0,500169.0,37.03,0.51
2033,2,16,5,2001,3.0,66363,88.0,33.7,2234448.0,1717095.0,517424.0,39.45,0.48
2034,2,6,5,2001,3.0,121635,4.0,58.9,7166015.0,4814126.0,2352088.0,158.48,1.13
2035,2,6,7,1969,4.0,22207,98.0,28.0,622311.0,387286.0,235041.0,15.18,0.61
2037,2,6,8,1968,4.0,20278,85.0,23.3,473364.0,473383.0,0.0,3.3,0.06
2038,2,6,4,1925,3.0,20832,32.0,78.9,1642854.0,350602.0,1292267.0,71.08,3.34
2039,2,6,2,1993,3.0,67313,24.0,36.4,2450488.0,2450589.0,0.0,17.08,0.1
2040,2,6,2,2005,2.0,25951,37.0,33.1,858897.0,858933.0,0.0,5.99,0.09
2041,2,6,2,1987,3.0,85695,74.0,25.8,2211671.0,2211763.0,0.0,15.42,0.07
2042,2,6,2,1970,3.0,46986,28.0,35.1,1651105.0,1651174.0,0.0,11.51,0.09
2043,6,4,2,1970,1.0,41526,72.0,49.1,2037693.0,878029.0,1159700.0,67.71,1.54
2044,2,6,10,1987,3.0,41332,84.0,28.0,914023.0,914061.0,0.0,6.37,0.06
2045,2,6,10,1990,4.0,47038,96.0,23.3,1097572.0,1097617.0,0.0,7.65,0.06
2046,4,17,8,1974,2.0,24291,79.0,44.0,1067618.0,1067663.0,0.0,7.44,0.12
2047,4,14,8,1958,2.0,20738,44.0,24.0,497991.0,498012.0,0.0,3.47,0.06
2048,2,6,8,1990,4.0,27344,42.0,35.1,758266.0,758297.0,0.0,5.29,0.07
2050,2,6,8,1991,4.0,63670,50.0,30.5,1938887.0,1938967.0,0.0,13.52,0.08
2051,4,7,8,1986,2.0,28385,4.0,107.1,2204020.0,2204111.0,0.0,15.37,0.21
2052,2,6,8,1989,4.0,64195,72.0,31.3,1534832.0,1534896.0,0.0,10.7,0.06
2054,3,8,4,2014,6.0,84389,89.0,32.1,2711035.0,1592478.0,1118623.0,70.51,0.75
2055,2,6,4,1908,3.0,22308,100.0,8.7,194839.0,194412.0,435.0,1.38,0.02
2056,2,6,4,1923,4.0,30920,83.0,33.8,1044036.0,701990.0,342075.0,23.06,0.65
2059,4,17,5,1983,1.0,23143,71.0,46.5,1076389.0,556990.0,519422.0,31.47,1.26
2060,4,17,5,1962,1.0,28800,58.0,52.1,1883864.0,1102647.0,781263.0,49.18,1.54
2061,4,10,5,1952,1.0,39600,80.0,11.5,455153.0,455172.0,0.0,3.17,0.03
2062,4,10,5,1952,1.0,39600,92.0,10.5,415975.0,327520.0,88469.0,6.98,0.14
2063,4,0,5,1937,1.0,41248,36.0,26.5,1097192.0,906782.0,190447.0,16.44,0.3
2065,2,6,2,1968,3.0,35448,71.0,27.8,859383.0,859419.0,0.0,5.99,0.06
2067,2,6,12,1969,4.0,23596,90.0,21.7,512166.0,512187.0,0.0,3.57,0.06
2068,4,19,12,1948,2.0,35864,75.0,34.4,1234149.0,471940.0,762228.0,43.77,1.16
2069,2,6,12,1996,4.0,42048,52.0,29.6,912509.0,912546.0,0.0,6.36,0.06
2070,3,8,11,1967,6.0,71000,100.0,14.1,1002164.0,1002205.0,0.0,6.99,0.04
2071,2,6,5,1969,4.0,32922,87.0,22.0,724259.0,724289.0,0.0,5.05,0.06
2072,4,19,5,1954,1.0,20484,70.0,39.9,818317.0,108506.0,709816.0,38.45,1.85
2073,4,7,9,1984,4.0,45264,8.0,78.0,1695067.0,1695138.0,0.0,11.82,0.1
2075,2,6,8,1980,4.0,20808,58.0,29.8,620103.0,620129.0,0.0,4.32,0.08
2077,4,19,10,1951,2.0,41600,60.0,28.6,1189432.0,677434.0,512026.0,31.92,0.7
2078,3,8,4,1981,7.0,61745,98.0,23.1,1138386.0,1138433.0,0.0,7.94,0.05
2079,4,17,6,1960,2.0,34110,31.0,75.0,2559486.0,2559592.0,0.0,17.84,0.2
2080,2,6,6,1994,4.0,42712,99.0,20.8,886771.0,886807.0,0.0,6.18,0.06
2081,2,6,6,1999,3.0,43969,87.0,28.4,768291.0,768322.0,0.0,5.36,0.05
2084,3,8,12,1997,5.0,26843,100.0,26.2,572082.0,294457.0,277637.0,16.8,0.58
2085,2,6,12,1969,4.0,26280,94.0,28.0,690304.0,438532.0,251790.0,16.43,0.55
2087,3,8,4,2005,5.0,46225,86.0,40.4,1611583.0,866834.0,744785.0,45.6,0.91
2088,2,6,4,1928,4.0,34040,94.0,28.1,957665.0,544249.0,413438.0,25.75,0.69
2090,4,10,5,1970,1.0,43390,89.0,11.5,498745.0,498766.0,0.0,3.48,0.03
2091,4,10,5,1959,1.0,35400,71.0,11.7,415586.0,415603.0,0.0,2.9,0.03
2092,4,0,5,1966,1.0,28144,30.0,26.6,752441.0,681275.0,71194.0,8.53,0.2
2093,4,10,5,1916,3.0,71283,44.0,32.8,2337146.0,1919714.0,417512.0,35.56,0.38
2097,4,17,1,1984,5.0,72613,85.0,50.5,2517075.0,2106820.0,410343.0,36.48,0.38
2098,2,6,1,1962,2.0,20931,28.0,78.0,1632731.0,286755.0,1345988.0,73.48,3.45
2099,4,14,11,1968,1.0,36071,69.0,104.6,3773723.0,1154455.0,2619316.0,147.16,3.94
2100,6,4,11,1989,3.0,51672,95.0,31.3,1618570.0,1210720.0,407900.0,30.1,0.48
2101,5,7,11,1990,2.0,38352,40.0,75.8,2083584.0,2083671.0,0.0,14.53,0.15
2104,2,6,10,1987,4.0,70094,93.0,30.9,1419980.0,1420039.0,0.0,9.9,0.05
2105,2,6,8,1987,4.0,134490,87.0,27.2,2544910.0,2545016.0,0.0,17.74,0.05
2106,2,6,8,1976,3.0,36172,77.0,25.5,692102.0,692130.0,0.0,4.82,0.05
2109,2,6,10,1985,4.0,38100,68.0,33.7,1093743.0,1093789.0,0.0,7.62,0.08
2111,2,6,4,1908,3.0,23490,52.0,72.3,1697834.0,282568.0,1415278.0,77.14,3.23
2112,3,8,4,2006,5.0,131050,46.0,51.0,3397709.0,3218354.0,179489.0,31.97,0.14
2113,2,6,4,1928,4.0,40800,81.0,61.8,2521333.0,404546.0,2116804.0,115.24,2.78
2114,3,8,4,1965,5.0,39226,80.0,24.5,960550.0,960590.0,0.0,6.7,0.07
2115,4,17,4,1907,2.0,36000,94.0,29.6,1066901.0,813850.0,253085.0,19.11,0.43
2116,2,6,4,1905,3.0,23469,13.0,65.3,1531928.0,357734.0,1174208.0,64.86,2.7
2117,2,6,4,1916,3.0,21000,14.0,78.0,1637096.0,427217.0,1209896.0,67.24,3.11
2118,4,9,4,1913,1.0,36000,61.0,62.2,1119679.0,754909.0,364802.0,24.64,0.59
2119,4,10,4,1915,2.0,43200,25.0,50.4,2175165.0,1523955.0,651273.0,45.21,0.89
2120,4,17,5,1913,4.0,53840,70.0,66.1,2827818.0,2304926.0,522988.0,43.84,0.63
2121,4,14,5,1975,1.0,43794,86.0,25.5,1115020.0,906497.0,208561.0,17.4,0.31
2122,4,10,5,1968,1.0,48280,27.0,43.4,2093011.0,1300162.0,792903.0,51.17,0.94
2124,4,18,9,1965,1.0,32822,43.0,260.9,9143764.0,5403089.0,3740900.0,236.34,6.49
2125,2,6,9,1961,2.0,20144,50.0,30.4,612969.0,612995.0,0.0,4.27,0.08
2126,6,4,9,1948,1.0,64314,87.0,43.0,2802428.0,1022970.0,1779500.0,101.64,1.51
2127,4,19,9,1950,2.0,20385,65.0,40.0,816118.0,196454.0,619673.0,34.28,1.64
2128,4,19,9,1946,1.0,24295,51.0,9.0,219483.0,219492.0,0.0,1.53,0.02
2129,4,17,9,1967,2.0,20317,80.0,32.3,656345.0,656372.0,0.0,4.58,0.09
2130,2,6,9,1984,2.0,20979,58.0,27.7,609508.0,542472.0,67059.0,7.34,0.24
2131,2,6,9,2004,2.0,73697,1.0,51.8,3833162.0,2601624.0,1231645.0,83.55,0.98
2134,2,6,2,1987,3.0,155600,48.0,36.3,5439927.0,5124508.0,315633.0,52.49,0.2
2135,2,6,2,2009,3.0,32405,65.0,29.1,942089.0,942127.0,0.0,6.57,0.08
2136,2,6,2,1988,3.0,58523,46.0,31.5,1889880.0,1889959.0,0.0,13.18,0.09
2138,4,18,10,1986,1.0,45155,6.0,150.2,6781960.0,4401233.0,2380908.0,157.13,3.06
2139,2,6,8,1990,4.0,54304,94.0,22.9,1562708.0,1562773.0,0.0,10.89,0.08
2140,2,6,5,1985,4.0,114030,31.0,32.4,3695637.0,3695790.0,0.0,25.76,0.09
2142,4,10,5,1966,1.0,32000,56.0,33.5,1072500.0,329910.0,742604.0,41.74,1.26
2143,4,10,5,1970,1.0,44000,13.0,98.6,4481010.0,1036506.0,3444546.0,190.17,4.22
2144,4,10,5,1973,1.0,36000,39.0,74.6,2687078.0,684720.0,2002386.0,111.12,3.0
2147,4,10,5,1979,1.0,48020,73.0,46.9,2240549.0,1382831.0,857775.0,55.2,1.03
2148,4,10,5,1979,1.0,27420,52.0,40.5,1126690.0,525715.0,600997.0,35.58,1.22
2149,2,6,4,1990,4.0,48972,90.0,24.0,1588933.0,1588999.0,0.0,11.08,0.09
2150,2,6,0,1982,4.0,37642,27.0,56.2,1967129.0,753369.0,1213792.0,69.72,1.77
2151,3,8,3,1999,8.0,87925,18.0,59.0,4039168.0,2675241.0,1364038.0,91.09,0.91
2152,4,4,1,1929,2.0,24152,100.0,2.3,56493.0,50897.0,0.0,0.35,0.01
2153,3,8,1,2009,6.0,105903,89.0,35.8,3791402.0,2228010.0,1563484.0,98.57,0.84
2154,4,4,9,1949,2.0,43645,63.0,57.5,2126066.0,598527.0,1527564.0,85.3,1.9
2155,2,6,9,2012,4.0,109623,98.0,25.1,2756494.0,1757397.0,999170.0,65.32,0.53
2156,4,14,9,1952,1.0,26853,63.0,71.4,1452804.0,1254030.0,198825.0,19.3,0.52
2157,3,8,6,2005,8.0,136998,72.0,30.9,2837589.0,2763012.0,74692.0,23.23,0.08
2158,2,6,6,1907,3.0,26772,80.0,26.0,696709.0,586259.0,110474.0,9.95,0.28
2159,3,8,4,1967,6.0,37417,93.0,22.7,849504.0,849540.0,0.0,5.92,0.06
2163,4,10,5,1992,1.0,29394,57.0,33.0,1529309.0,1187222.0,342136.0,26.45,0.73
2165,4,10,5,1926,2.0,20400,62.0,22.4,456747.0,260108.0,196650.0,12.26,0.55
2166,4,17,5,1926,1.0,20460,1.0,150.9,3087318.0,3087446.0,0.0,21.52,0.4
2168,4,12,5,1955,2.0,21870,53.0,49.6,1084233.0,1084278.0,0.0,7.56,0.13
2170,4,7,2,1970,1.0,43615,89.0,71.5,3118304.0,1325644.0,1792715.0,104.45,2.26
2171,4,17,2,1970,3.0,36879,35.0,60.0,1012034.0,1012076.0,0.0,7.06,0.07
2173,4,10,2,1982,2.0,36600,83.0,6.6,288191.0,288203.0,0.0,2.01,0.02
2175,2,6,1,2004,2.0,29417,94.0,20.2,595327.0,595351.0,0.0,4.15,0.05
2176,2,6,12,1990,4.0,33084,29.0,34.9,1156251.0,1156299.0,0.0,8.06,0.09
2177,6,4,8,1959,1.0,36701,93.0,32.5,1307883.0,658110.0,649800.0,39.1,0.99
2178,2,6,10,2000,4.0,29130,69.0,35.2,1025632.0,641592.0,384067.0,24.87,0.76
2180,2,6,6,2015,4.0,131034,99.0,34.3,3046719.0,1333820.0,1712954.0,100.27,0.72
2181,4,10,5,1941,1.0,48890,45.0,43.0,2101795.0,1116552.0,985289.0,60.11,1.13
2182,4,17,5,2000,3.0,43473,3.0,99.6,4328527.0,4328708.0,0.0,30.18,0.27
2183,2,6,10,2002,4.0,24090,87.0,31.2,751292.0,447110.0,304201.0,19.27,0.72
2184,4,14,2,1990,1.0,40265,17.0,92.3,3766813.0,3603942.0,163020.0,33.78,0.45
2185,4,14,2,2005,1.0,26208,80.0,44.9,1456039.0,1060751.0,395332.0,28.39,0.91
2186,3,8,2,1978,7.0,100536,19.0,46.2,4648608.0,3362277.0,1286471.0,91.76,0.77
2187,2,6,2,2000,2.0,49501,65.0,32.9,1630474.0,1630542.0,0.0,11.37,0.09
2191,4,14,10,1953,1.0,51000,94.0,26.4,1348717.0,1240622.0,108146.0,14.39,0.18
2192,2,6,4,1928,4.0,38041,79.0,48.9,1379739.0,522900.0,856861.0,49.15,1.23
2193,2,6,4,1908,4.0,74516,89.0,28.9,1482997.0,1371908.0,111146.0,15.47,0.13
2194,2,6,4,1923,3.0,32292,96.0,37.5,1024042.0,404905.0,619154.0,35.71,1.05
2195,2,6,4,1924,3.0,45552,58.0,27.7,1259959.0,785810.0,474181.0,30.66,0.6
2196,3,8,4,1961,9.0,144995,96.0,31.0,4498367.0,1947587.0,2550861.0,149.05,0.97
2197,2,6,4,1964,4.0,22326,86.0,24.3,542998.0,543020.0,0.0,3.79,0.06
2198,2,6,4,1927,3.0,25800,84.0,25.1,648022.0,421057.0,226982.0,14.99,0.51
2199,2,6,4,1948,3.0,29528,85.0,43.7,1290284.0,337556.0,952742.0,52.95,1.74
